locus_tag,gene_name,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
SACI_RS09485,SACI_RS09485,Saci_1963,1773315,1773644,+,Rieske (2Fe-2S) protein,Energy production and conversion,A0A0U3HCH9,Op1161
SACI_RS09490,SACI_RS09490,Saci_1964,1773811,1774071,+,hypothetical protein,No COG annotation,A0A0U3GNP2,Op1162
SACI_RS09495,SACI_RS09495,Saci_1965,1774515,1775249,+,beta-ketoacyl-ACP reductase,Lipid transport and metabolism,A0A0U3H5J5,Op1163
SACI_RS09500,SACI_RS09500,Saci_1966,1775246,1776781,+,AMP-binding protein,Lipid transport and metabolism,A0A0U3GXU2,Op1163
SACI_RS09505,SACI_RS09505,Saci_1967,1776768,1777886,+,mandelate racemase/muconate lactonizing enzyme family protein,Cell wall/membrane/envelope biogenesis,A0A0U3HNY0,Op1163
SACI_RS09510,SACI_RS09510,Saci_1968,1777888,1779048,+,thiolase family protein,Lipid transport and metabolism,A0A0U3FS63,Op1163
SACI_RS09515,SACI_RS09515,Saci_1969,1779041,1779385,+,hypothetical protein,Function unknown,A0A0U3GIH0,Op1163
SACI_RS09520,SACI_RS09520,Saci_1970,1779782,1780024,+,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Transcription,A0A0U2VY66,Op1164
SACI_RS12000,SACI_RS12000,,1780130,1780285,+,hypothetical protein,Defense mechanisms,UPI000A8CB844,Op1165
SACI_RS09525,SACI_RS09525,Saci_1972,1780729,1782069,+,APC family permease,Amino acid transport and metabolism,A0A0U3GVA6,Op1166
SACI_RS09530,SACI_RS09530,Saci_1973,1782228,1784474,+,MMPL family transporter,"Replication, recombination and repair",A0A0U2WV23,Op1167
SACI_RS09535,SACI_RS09535,Saci_1974,1784778,1785683,-,hypothetical protein,No COG annotation,A0A0U2Y2Z5,Op1168
SACI_RS09540,SACI_RS09540,,1787219,1787317,+,hypothetical protein,No COG annotation,A0A0U2X333,Op1169
SACI_RS09545,SACI_RS09545,Saci_1975,1788086,1788946,+,site-specific DNA-methyltransferase,"Replication, recombination and repair",A0A0U3H5B4,Op1170
SACI_RS09550,SACI_RS09550,Saci_1976,1788954,1790069,+,hypothetical protein,No COG annotation,A0A0U3H4R6,Op1170
SACI_RS09555,SACI_RS09555,,1790751,1790999,-,hypothetical protein,No COG annotation,A0A0U2W6N1,Op1171
SACI_RS09560,SACI_RS09560,Saci_1977,1791620,1792051,+,HEPN domain-containing protein,"Replication, recombination and repair",A0A0U2NB19,Op1172
SACI_RS09565,SACI_RS09565,Saci_1978,1792029,1792373,+,nucleotidyltransferase domain-containing protein,"Replication, recombination and repair",A0A0U2X2I2,Op1173
SACI_RS09570,SACI_RS09570,Saci_1979,1792832,1794064,-,helix-turn-helix domain-containing protein,Transcription,A0A0U3FHZ6,Op1174
SACI_RS09575,SACI_RS09575,Saci_1980,1795356,1795592,+,hypothetical protein,No COG annotation,A0A0U3HCG5,Op1175
SACI_RS09580,SACI_RS09580,Saci_1981,1795579,1795983,+,type II toxin-antitoxin system VapC family toxin,Defense mechanisms,A0A0U3HCF3,Op1175
SACI_RS09585,SACI_RS09585,Saci_1982,1796696,1797802,-,hypothetical protein,No COG annotation,A0A0U3GNM6,Op1176
SACI_RS09590,SACI_RS09590,Saci_1983,1798026,1798400,-,hypothetical protein,No COG annotation,A0A0U3H5H8,Op1177
SACI_RS09595,SACI_RS09595,Saci_1984,1799402,1799665,+,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,Transcription,A0A0U3GXS5,Op1178
SACI_RS09600,SACI_RS09600,Saci_1985,1799655,1800041,+,type II toxin-antitoxin system VapC family toxin,Defense mechanisms,A0A0U3FQH9,Op1178
SACI_RS09605,SACI_RS09605,Saci_1986,1800311,1800781,+,hypothetical protein,"Replication, recombination and repair",A0A0U3FHF0,Op1179
SACI_RS09610,SACI_RS09610,Saci_1987,1800804,1801706,+,CRISPR-associated DxTHG motif protein,"Replication, recombination and repair",A0A0U2VY49,Op1179
SACI_RS11735,SACI_RS11735,,1801913,1802144,+,DUF4145 domain-containing protein,No COG annotation,,Op1180
SACI_RS11880,SACI_RS11880,,1802184,1802258,+,PIN domain nuclease,No COG annotation,,Op1180
SACI_RS09615,SACI_RS09615,Saci_1988,1802907,1804157,-,hypothetical protein,No COG annotation,A0A0U3GWE2,Op1181
SACI_RS09620,SACI_RS09620,Saci_1989,1804174,1805922,-,AAA family ATPase,Defense mechanisms,A0A0U2WV09,Op1181
SACI_RS09625,SACI_RS09625,Saci_1990,1806737,1807546,-,hypothetical protein,No COG annotation,A0A0U2Y2Y0,Op1182
SACI_RS09630,SACI_RS09630,Saci_1991,1808144,1809382,+,ATP-binding protein,Function unknown,A0A0U3H4N8,Op1183
SACI_RS09635,SACI_RS09635,Saci_1992,1809967,1810347,-,winged helix-turn-helix transcriptional regulator,Transcription,A0A0U3H4P9,Op1184
SACI_RS09640,SACI_RS09640,Saci_1993,1810423,1810956,+,DUF973 family protein,No COG annotation,A0A0U3FQ50,Op1185
SACI_RS09645,SACI_RS09645,Saci_1994,1811358,1811666,-,hypothetical protein,Function unknown,A0A0U2X2I0,Op1186
SACI_RS09650,SACI_RS09650,,1811691,1813018,-,ATP-binding protein,No COG annotation,,Op1186
SACI_RS09655,SACI_RS09655,Saci_1998,1813650,1814243,+,hypothetical protein,No COG annotation,A0A0U2YAQ9,Op1187
SACI_RS09660,SACI_RS09660,Saci_1999,1814254,1815237,+,hypothetical protein,No COG annotation,A0A0U3HCF4,Op1187
SACI_RS09665,SACI_RS09665,Saci_2000,1815241,1816053,+,ABC transporter ATP-binding protein,Defense mechanisms,A0A0U3F9Q2,Op1187
SACI_RS09670,SACI_RS09670,Saci_2001,1816157,1816741,+,hypothetical protein,No COG annotation,A0A0U3FY27,Op1188
SACI_RS09675,SACI_RS09675,Saci_2002,1817055,1817375,-,hypothetical protein,Function unknown,A0A0U3GNK9,Op1189
SACI_RS09680,SACI_RS09680,Saci_2003,1817476,1817721,-,hypothetical protein,No COG annotation,A0A0U3H5G1,Op1190
SACI_RS11740,SACI_RS11740,,1818109,1818300,-,hypothetical protein,No COG annotation,UPI0002B261DE,Op1191
SACI_RS09685,SACI_RS09685,Saci_2004,1818507,1819094,-,hypothetical protein,No COG annotation,A0A0U3FQG2,Op1192
SACI_RS09690,SACI_RS09690,,1819081,1819281,-,hypothetical protein,No COG annotation,A0A0U3GID7,Op1192
SACI_RS09695,SACI_RS09695,Saci_2005,1819329,1819727,+,helix-turn-helix domain-containing protein,No COG annotation,A0A0U2VY20,Op1193
SACI_RS09700,SACI_RS09700,Saci_2006,1819708,1820253,+,hypothetical protein,No COG annotation,A0A0U3GWC8,Op1193
SACI_RS12005,SACI_RS12005,Saci_2007,1820330,1821373,-,hypothetical protein,No COG annotation,A0A0U3HD71,Op1194
SACI_RS09710,cas6,Saci_2008,1821722,1822534,-,CRISPR-associated endoribonuclease Cas6,Defense mechanisms,A0A0U3H583,Op1195
SACI_RS09715,SACI_RS09715,Saci_2009,1822930,1823295,+,hypothetical protein,No COG annotation,A0A0U2Y2W6,Op1196
SACI_RS11750,SACI_RS11750,,1823328,1823594,-,hypothetical protein,No COG annotation,M1IXH4,Op1197
SACI_RS09720,cas2,Saci_2010,1824407,1824703,-,CRISPR-associated endonuclease Cas2,Defense mechanisms,A0A0U3H4L9,Op1198
SACI_RS09725,cas1,Saci_2011,1824710,1825615,-,CRISPR-associated endonuclease Cas1,Defense mechanisms,A0A0U3H4N3,Op1198
SACI_RS09730,cas4,,1827072,1827638,-,CRISPR-associated protein Cas4,"Replication, recombination and repair",,Op1198
SACI_RS09735,cas4a,,1828174,1829049,-,type I-A CRISPR-associated protein Cas4/Csa1,Function unknown,,Op1199
SACI_RS11955,SACI_RS11955,,1829337,1829474,+,hypothetical protein,No COG annotation,UPI000AA94FC4,Op1200
SACI_RS09740,SACI_RS09740,Saci_2016,1830318,1831514,-,hypothetical protein,Energy production and conversion,A0A0U2X2H2,Op1201
SACI_RS09745,sixA,Saci_2017,1831633,1832109,+,phosphohistidine phosphatase SixA,Signal transduction mechanisms,A0A0U2YAP8,Op1202
SACI_RS09750,SACI_RS09750,Saci_2018,1832110,1833345,+,Ppx/GppA family phosphatase,Nucleotide transport and metabolism,A0A0U3HGE3,Op1202
SACI_RS09755,tmk,Saci_2019,1833342,1833983,+,dTMP kinase,Nucleotide transport and metabolism,A0A0U3FHW3,Op1202
SACI_RS09760,SACI_RS09760,Saci_2020,1833962,1834594,+,thymidylate kinase,Nucleotide transport and metabolism,A0A0U3F9N6,Op1202
SACI_RS09765,SACI_RS09765,Saci_2021,1834584,1835204,+,hypothetical protein,Function unknown,A0A0U3GM94,Op1202
SACI_RS09770,SACI_RS09770,,1835546,1835902,+,hypothetical protein,No COG annotation,A0A0U3GNJ3,Op1203
SACI_RS09775,SACI_RS09775,Saci_2022,1835913,1836542,+,IS607 family transposase,"Replication, recombination and repair",A0A0U3FQE7,Op1203
SACI_RS09780,tnpB,Saci_2023,1836532,1837788,+,IS200/IS605 family element transposase accessory protein TnpB,"Replication, recombination and repair",UPI000055280A,Op1203
SACI_RS09785,SACI_RS09785,Saci_2024,1838017,1838490,-,hypothetical protein,No COG annotation,A0A0U3GXQ4,Op1204
SACI_RS09790,SACI_RS09790,Saci_2025,1838949,1840031,+,ATP-binding protein,Function unknown,A0A0U3GV60,Op1205
SACI_RS09795,SACI_RS09795,Saci_2026,1840247,1841509,+,tetratricopeptide repeat protein,Transcription,A0A0U3GWB4,Op1206
SACI_RS09800,SACI_RS09800,Saci_2027,1841968,1842891,+,glycosyltransferase family 2 protein,Cell wall/membrane/envelope biogenesis,A0A0U3HD57,Op1207
SACI_RS09805,SACI_RS09805,Saci_2028,1842996,1844063,-,HoxN/HupN/NixA family nickel/cobalt transporter,Inorganic ion transport and metabolism,A0A0U3H555,Op1208
SACI_RS09810,SACI_RS09810,Saci_2029,1844646,1844897,+,hypothetical protein,No COG annotation,A0A0U2Y2U5,Op1209
SACI_RS09815,SACI_RS09815,Saci_2030,1844869,1845270,+,PIN domain-containing protein,Function unknown,A0A0U3H4K9,Op1210
SACI_RS11895,SACI_RS11895,,1845291,1845724,+,AMP-binding protein,Lipid transport and metabolism,,Op1210
SACI_RS09820,SACI_RS09820,Saci_2031,1845717,1846163,-,carbon monoxide dehydrogenase subunit G,Energy production and conversion,A0A0U3FJZ5,Op1211
SACI_RS09825,SACI_RS09825,Saci_2032,1846165,1847460,-,FAD-dependent oxidoreductase,Energy production and conversion,A0A0U3H4L7,Op1211
SACI_RS09830,glpK,Saci_2033,1847704,1849197,+,glycerol kinase GlpK,Nucleotide transport and metabolism,M1IFR6,Op1212
SACI_RS09835,SACI_RS09835,Saci_2034,1849204,1850085,+,aquaporin,Carbohydrate transport and metabolism,A0A0U3FQ15,Op1212
SACI_RS09840,SACI_RS09840,Saci_2035,1850246,1851289,+,DUF917 domain-containing protein,Function unknown,A0A0U2NAZ5,Op1213
SACI_RS09845,SACI_RS09845,Saci_2036,1851278,1852822,-,hydantoinase subunit beta,Amino acid transport and metabolism,A0A0U3HGC9,Op1214
SACI_RS09850,SACI_RS09850,Saci_2037,1852813,1853889,-,DUF917 domain-containing protein,Function unknown,A0A0U3FHU3,Op1214
SACI_RS09855,SACI_RS09855,Saci_2038,1853894,1854283,-,hypothetical protein,No COG annotation,A0A0U3F9L6,Op1214
SACI_RS09860,SACI_RS09860,Saci_2039,1854280,1855647,-,cytosine permease,Nucleotide transport and metabolism,A0A0U2NH29,Op1214
SACI_RS09865,SACI_RS09865,Saci_2040,1855837,1856316,-,Lrp/AsnC family transcriptional regulator,Transcription,A0A0U3GNH8,Op1215
SACI_RS09870,SACI_RS09870,Saci_2041,1856455,1858497,+,hydantoinase/oxoprolinase family protein,Amino acid transport and metabolism,A0A0U3FQD2,Op1216
SACI_RS09875,SACI_RS09875,Saci_2042,1858503,1860227,+,hydantoinase B/oxoprolinase family protein,Amino acid transport and metabolism,A0A0U3FHA6,Op1216
SACI_RS09880,SACI_RS09880,Saci_2043,1861364,1862125,-,hypothetical protein,Defense mechanisms,A0A0U3GIA8,Op1217
SACI_RS09885,SACI_RS09885,Saci_2044,1862122,1863063,-,hypothetical protein,No COG annotation,A0A0U2VXX7,Op1217
SACI_RS09890,SACI_RS09890,Saci_2045,1863070,1863675,-,hypothetical protein,"Replication, recombination and repair",A0A0U3FR81,Op1217
SACI_RS09895,SACI_RS09895,Saci_2046,1863675,1866395,-,HD domain-containing protein,Defense mechanisms,A0A0U2WUV5,Op1217
SACI_RS09900,SACI_RS09900,Saci_2047,1866379,1866594,-,hypothetical protein,No COG annotation,A0A0U3GQM3,Op1217
SACI_RS09905,SACI_RS09905,Saci_2048,1866597,1867352,-,hypothetical protein,Defense mechanisms,A0A0U2Y2S3,Op1217
SACI_RS09910,SACI_RS09910,Saci_2049,1867402,1868238,-,CRISPR-associated RAMP protein,Defense mechanisms,A0A0U3H4J0,Op1218
SACI_RS09915,SACI_RS09915,,1868239,1868964,-,CRISPR-associated RAMP protein,Defense mechanisms,,Op1218
SACI_RS09920,SACI_RS09920,Saci_2052,1868961,1869347,-,hypothetical protein,No COG annotation,A0A0U3H4K8,Op1218
SACI_RS09925,SACI_RS09925,Saci_2053,1869515,1869790,+,hypothetical protein,No COG annotation,A0A0U2YAK2,Op1219
SACI_RS09930,SACI_RS09930,Saci_2054,1869981,1870271,+,hypothetical protein,No COG annotation,A0A0U2NAY9,Op1220
SACI_RS09935,SACI_RS09935,Saci_2055,1871167,1872585,-,UbiD family decarboxylase,Coenzyme transport and metabolism,A0A0U3HGB3,Op1221
SACI_RS09940,SACI_RS09940,Saci_2056,1872930,1873880,+,cyclase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3FXX8,Op1222
SACI_RS09945,SACI_RS09945,Saci_2057,1873919,1874953,-,NAD(P)-dependent alcohol dehydrogenase,Energy production and conversion,A0A0U2NH16,Op1223
SACI_RS09950,SACI_RS09950,Saci_2058,1875156,1876487,-,MFS transporter,Inorganic ion transport and metabolism,A0A0U3GPF6,Op1224
SACI_RS09955,SACI_RS09955,Saci_2059,1876682,1878025,+,aromatic ring-hydroxylating dioxygenase subunit alpha,Inorganic ion transport and metabolism,A0A0U3HNQ5,Op1225
SACI_RS09960,SACI_RS09960,Saci_2060,1878019,1878531,+,aromatic ring dioxygenase subunit B,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3FQB8,Op1225
SACI_RS09965,SACI_RS09965,Saci_2061,1878613,1879272,+,helix-turn-helix domain-containing protein,Function unknown,A0A0U3H5B5,Op1226
SACI_RS09970,SACI_RS09970,Saci_2062,1879438,1881123,+,acetyl-CoA synthetase,Lipid transport and metabolism,A0A0U3GV35,Op1227
SACI_RS09975,SACI_RS09975,Saci_2063,1881193,1881957,+,enoyl-CoA hydratase/isomerase family protein,Lipid transport and metabolism,A0A0U3GW81,Op1228
SACI_RS09980,SACI_RS09980,Saci_2064,1881960,1884236,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,A0A0U2VXW5,Op1228
SACI_RS09985,SACI_RS09985,Saci_2065,1884454,1885188,-,hypothetical protein,No COG annotation,A0A0U3H523,Op1229
SACI_RS09990,SACI_RS09990,Saci_2066,1885365,1885955,+,hypothetical protein,No COG annotation,A0A0U3GQK4,Op1230
SACI_RS09995,SACI_RS09995,Saci_2067,1885960,1886382,+,hemerythrin domain-containing protein,Function unknown,A0A0U2Y2Q5,Op1230
SACI_RS10000,SACI_RS10000,Saci_2068,1886421,1887035,+,DUF2249 domain-containing protein,Function unknown,A0A0U3H4H2,Op1230
SACI_RS10005,SACI_RS10005,Saci_2069,1887074,1887406,+,metal-sulfur cluster assembly factor,Function unknown,A0A0U3FYQ8,Op1230
SACI_RS10010,SACI_RS10010,Saci_2070,1887403,1888473,+,hypothetical protein,No COG annotation,A0A0U3H4J3,Op1230
SACI_RS11900,SACI_RS11900,Saci_2071,1888427,1888774,-,hypothetical protein,No COG annotation,A0A0U3FPY8,Op1231
SACI_RS10015,SACI_RS10015,Saci_2072,1888917,1889570,-,hypothetical protein,"Post-translational modification, protein turnover,and chaperones",A0A0U2NAX8,Op1232
SACI_RS10020,SACI_RS10020,Saci_2073,1889944,1891080,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3HC74,Op1233
SACI_RS10025,SACI_RS10025,Saci_2074,1891245,1892489,-,HD domain-containing protein,Function unknown,A0A0U3FHQ7,Op1234
SACI_RS10030,SACI_RS10030,Saci_2075,1892482,1892763,-,hypothetical protein,No COG annotation,A0A0U2NH07,Op1234
SACI_RS10035,SACI_RS10035,Saci_2076,1893103,1894461,+,MFS transporter,Function unknown,A0A0U3GM52,Op1235
SACI_RS11960,SACI_RS11960,,1894627,1894794,-,hypothetical protein,No COG annotation,UPI0002B296FE,Op1236
SACI_RS10040,SACI_RS10040,Saci_2077,1894943,1896865,-,hypothetical protein,No COG annotation,M1J4W4,Op1237
SACI_RS10045,SACI_RS10045,Saci_2078,1897287,1897949,+,hypothetical protein,No COG annotation,A0A0U3FH80,Op1238
SACI_RS10050,SACI_RS10050,Saci_2079,1898115,1898345,+,type II toxin-antitoxin system CcdA family antitoxin,Function unknown,A0A0U3GV26,Op1239
SACI_RS10055,SACI_RS10055,Saci_2080,1898342,1898716,+,type II toxin-antitoxin system VapC family toxin,Function unknown,A0A0U3GI76,Op1239
SACI_RS10060,SACI_RS10060,Saci_2081,1898928,1900034,+,cytochrome P450,Energy production and conversion,A0A0U3HD14,Op1240
SACI_RS10065,SACI_RS10065,Saci_2082,1900243,1901136,+,DUF973 family protein,Function unknown,A0A0U3H4Z8,Op1241
SACI_RS10070,SACI_RS10070,Saci_2083,1901241,1901804,-,cysteine hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3GQI8,Op1242
SACI_RS10075,SACI_RS10075,Saci_2084,1901993,1903417,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U2W6A3,Op1243
SACI_RS11755,SACI_RS11755,Saci_2085,1903637,1903837,-,hypothetical protein,No COG annotation,UPI0002B27972,Op1244
SACI_RS10080,SACI_RS10080,Saci_2087,1903968,1905659,-,cytochrome bc complex cytochrome b subunit,Energy production and conversion,A0A0U3FZ60,Op1245
SACI_RS10085,SACI_RS10085,Saci_2088,1905649,1907202,-,cbb3-type cytochrome c oxidase subunit I,Energy production and conversion,A0A0U3H4H8,Op1245
SACI_RS10090,SACI_RS10090,Saci_2089,1907202,1907708,-,quinol oxidase subunit 2,Energy production and conversion,A0A0U2NHU3,Op1245
SACI_RS10095,SACI_RS10095,Saci_2090,1908235,1909221,+,Rieske 2Fe-2S domain-containing protein,Inorganic ion transport and metabolism,A0A0U3FPX6,Op1246
SACI_RS10100,SACI_RS10100,Saci_2091,1909218,1909664,+,hypothetical protein,No COG annotation,A0A0U2NAW8,Op1246
SACI_RS10105,SACI_RS10105,Saci_2092,1909666,1910067,+,hypothetical protein,No COG annotation,A0A0U3HC57,Op1246
SACI_RS10110,SACI_RS10110,Saci_2093,1910243,1910773,+,hypothetical protein,No COG annotation,UPI0002B28B76,Op1247
SACI_RS10115,SACI_RS10115,Saci_2094,1910859,1912043,-,divalent metal cation transporter,Inorganic ion transport and metabolism,A0A0U2NGZ4,Op1248
SACI_RS10120,SACI_RS10120,Saci_2095,1912263,1913636,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3GM32,Op1249
SACI_RS11760,SACI_RS11760,,1914003,1914761,-,quinol oxidase subunit 2,Energy production and conversion,UPI000B5A7FB5,Op1250
SACI_RS10135,SACI_RS10135,Saci_2097,1914889,1915974,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3H577,Op1251
SACI_RS10140,SACI_RS10140,Saci_2098,1916240,1917712,-,4Fe-4S dicluster domain-containing protein,Energy production and conversion,A0A0U3GV07,Op1252
SACI_RS10145,SACI_RS10145,Saci_2099,1917809,1918819,-,hypothetical protein,No COG annotation,M1IFY0,Op1253
SACI_RS10150,SACI_RS10150,Saci_2100,1918939,1919640,-,molecular chaperone TorD family protein,Function unknown,A0A0U2VXR8,Op1254
SACI_RS10155,SACI_RS10155,Saci_2101,1919652,1920485,-,4Fe-4S binding protein,Energy production and conversion,A0A0U3FQZ2,Op1254
SACI_RS10160,SACI_RS10160,Saci_2102,1920497,1924855,-,oxidoreductase,Energy production and conversion,A0A0U3GQH3,Op1254
SACI_RS10165,SACI_RS10165,Saci_2103,1925059,1925688,+,MarR family transcriptional regulator,No COG annotation,A0A0U2Y2M2,Op1255
SACI_RS10170,SACI_RS10170,Saci_2104,1925693,1926532,+,hypothetical protein,No COG annotation,A0A0U3FR21,Op1255
SACI_RS10175,SACI_RS10175,Saci_2105,1926570,1927334,+,tetratricopeptide repeat protein,Function unknown,A0A0U3FZ46,Op1255
SACI_RS10180,SACI_RS10180,Saci_2106,1927402,1928916,+,4Fe-4S binding protein,Energy production and conversion,A0A0U3H4G2,Op1256
SACI_RS10185,SACI_RS10185,Saci_2107,1928913,1929455,+,HAD family hydrolase,No COG annotation,A0A0U2YAE7,Op1256
SACI_RS10190,SACI_RS10190,Saci_2108,1929457,1929873,+,DUF2299 domain-containing protein,Function unknown,A0A0U2NAV8,Op1256
SACI_RS10195,nrfD,Saci_2109,1929931,1930980,+,polysulfide reductase NrfD,Inorganic ion transport and metabolism,A0A0U3HG63,Op1257
SACI_RS10200,SACI_RS10200,Saci_2110,1931025,1932332,-,MFS transporter,Carbohydrate transport and metabolism,A0A0U3FXT5,Op1258
SACI_RS10205,SACI_RS10205,Saci_2111,1932477,1934174,+,MFS transporter,Carbohydrate transport and metabolism,A0A0U3F9F4,Op1259
SACI_RS10210,SACI_RS10210,Saci_2112,1934285,1934725,+,MarR family transcriptional regulator,Transcription,A0A0U3FI12,Op1260
SACI_RS10215,SACI_RS10215,Saci_2113,1934770,1935936,-,MFS transporter,Amino acid transport and metabolism,A0A0U3GM14,Op1261
SACI_RS10220,SACI_RS10220,Saci_2114,1936043,1936831,+,winged helix-turn-helix transcriptional regulator,Transcription,A0A0U3GNA9,Op1262
SACI_RS10225,SACI_RS10225,Saci_2115,1936970,1937188,+,hypothetical protein,No COG annotation,A0A0U3H569,Op1263
SACI_RS10230,SACI_RS10230,Saci_2116,1937314,1938006,-,helix-turn-helix domain-containing protein,Function unknown,A0A0U3FTH1,Op1264
SACI_RS10235,SACI_RS10235,Saci_2117,1938412,1940589,+,xanthine dehydrogenase family protein molybdopterin-binding subunit,Energy production and conversion,A0A0U3GUZ9,Op1265
SACI_RS10240,SACI_RS10240,Saci_2118,1940813,1941961,+,MFS transporter,Carbohydrate transport and metabolism,A0A0U3GI48,Op1266
SACI_RS10245,SACI_RS10245,Saci_2119,1942046,1943188,-,hypothetical protein,Signal transduction mechanisms,M1ITR3,Op1267
SACI_RS10250,SACI_RS10250,,1943481,1944236,-,sugar ABC transporter ATP-binding protein,Carbohydrate transport and metabolism,A0A0U3H4X1,Op1268
SACI_RS10255,SACI_RS10255,Saci_2121,1944229,1945299,-,ABC transporter permease,Function unknown,A0A0U3GQF8,Op1268
SACI_RS10260,SACI_RS10260,Saci_2122,1945306,1946514,-,sugar ABC transporter substrate-binding protein,Carbohydrate transport and metabolism,A0A0U2WUN9,Op1268
SACI_RS10265,SACI_RS10265,Saci_2123,1946938,1949523,+,DUF1854 domain-containing protein,Inorganic ion transport and metabolism,A0A0U3FZ29,Op1269
SACI_RS10270,SACI_RS10270,Saci_2124,1950091,1951167,+,amidohydrolase,Function unknown,A0A0U2WWU3,Op1270
SACI_RS10275,SACI_RS10275,Saci_2125,1951225,1951599,+,metal-sulfur cluster biosynthetic enzyme,Function unknown,A0A0U2X274,Op1271
SACI_RS10280,SACI_RS10280,Saci_2126,1951596,1952621,+,NAD(P)-dependent alcohol dehydrogenase,Energy production and conversion,A0A0U3H4E0,Op1271
SACI_RS10285,SACI_RS10285,Saci_2127,1952839,1954077,+,MFS transporter,Inorganic ion transport and metabolism,A0A0U3FPV0,Op1272
SACI_RS10290,SACI_RS10290,Saci_2128,1954362,1955219,+,P1 family peptidase,Amino acid transport and metabolism,A0A0U3HC27,Op1273
SACI_RS10295,SACI_RS10295,Saci_2129,1955292,1956584,+,MFS transporter,Carbohydrate transport and metabolism,A0A0U3HG50,Op1274
SACI_RS10300,SACI_RS10300,Saci_2130,1956707,1957501,+,SDR family oxidoreductase,Lipid transport and metabolism,A0A0U3FHJ9,Op1275
SACI_RS10305,SACI_RS10305,Saci_2131,1957517,1958758,+,M20 family metallopeptidase,Amino acid transport and metabolism,A0A0U3HNI9,Op1275
SACI_RS10310,SACI_RS10310,Saci_2132,1958738,1959961,-,M20 family metallo-hydrolase,Amino acid transport and metabolism,A0A0U3GLZ5,Op1276
SACI_RS10315,SACI_RS10315,Saci_2133,1960399,1961490,+,MFS transporter,Carbohydrate transport and metabolism,UPI0002B2946D,Op1277
SACI_RS10320,speB,Saci_2134,1961598,1962515,+,agmatinase,Amino acid transport and metabolism,A0A0U3GUY5,Op1278
SACI_RS10325,SACI_RS10325,Saci_2135,1962756,1963568,-,DNA repair ATPase,No COG annotation,M1I7W2,Op1279
SACI_RS10330,SACI_RS10330,Saci_2136,1963887,1964411,-,Lrp/AsnC family transcriptional regulator,Transcription,A0A0U2Y4V2,Op1280
SACI_RS10335,SACI_RS10335,Saci_2137,1964516,1965850,+,aspartate aminotransferase family protein,Coenzyme transport and metabolism,A0A0U3HCW1,Op1281
SACI_RS10340,SACI_RS10340,Saci_2138,1965928,1966755,-,DMT family transporter,Carbohydrate transport and metabolism,A0A0U3H4V5,Op1282
SACI_RS10345,SACI_RS10345,Saci_2139,1966994,1967353,-,hypothetical protein,Function unknown,A0A0U3FQV9,Op1283
SACI_RS10350,SACI_RS10350,Saci_2140,1967961,1968908,-,phosphotriesterase,Function unknown,A0A0U2W636,Op1284
SACI_RS10355,SACI_RS10355,Saci_2141,1969275,1970570,+,glutamine synthetase,Amino acid transport and metabolism,A0A0U3FZ15,Op1285
SACI_RS10360,SACI_RS10360,Saci_2142,1970572,1971624,+,amidohydrolase family protein,Function unknown,UPI0002B28E41,Op1285
SACI_RS10365,SACI_RS10365,Saci_2143,1971870,1973387,+,4-hydroxyphenylacetate 3-hydroxylase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U2YAB2,Op1286
SACI_RS10370,SACI_RS10370,Saci_2144,1973605,1974603,-,NAD(P)/FAD-dependent oxidoreductase,"Post-translational modification, protein turnover,and chaperones",A0A0U3FPT7,Op1287
SACI_RS10375,SACI_RS10375,Saci_2145,1974724,1975815,+,alcohol dehydrogenase catalytic domain-containing protein,Energy production and conversion,A0A0U2NAT8,Op1288
SACI_RS10380,SACI_RS10380,Saci_2146,1976028,1977455,+,phenylacetate--CoA ligase,Coenzyme transport and metabolism,A0A0U3FXQ2,Op1289
SACI_RS10385,asd,Saci_2147,1977811,1978869,+,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,A0A0U3FHI6,Op1290
SACI_RS10390,SACI_RS10390,Saci_2148,1979031,1980698,+,long-chain fatty acid--CoA ligase,Lipid transport and metabolism,A0A0U3HNH3,Op1291
SACI_RS10395,SACI_RS10395,Saci_2149,1981675,1982622,-,fumarylacetoacetate hydrolase family protein,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0U3FQ40,Op1292
SACI_RS10400,SACI_RS10400,Saci_2150,1982678,1983595,+,MBL fold metallo-hydrolase,Function unknown,A0A0U3FH13,Op1293
SACI_RS10405,SACI_RS10405,Saci_2151,1983935,1984822,+,sulfite exporter TauE/SafE family protein,Function unknown,A0A0U3GUX1,Op1294
