Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-1
pdxS	SACI_RS07410	1328343	1329353	pyridoxal 5'-phosphate synthase lyase subunit PdxS	pdxT // pdxS // SACI_RS07405 // SACI_RS07400	pdxT // pdxS // SACI_RS07405 // SACI_RS07400
SACI_RS03655	SACI_RS03655	608869	610491	thiamine pyrophosphate-binding protein	SACI_RS03660 // SACI_RS03655	SACI_RS03660 // SACI_RS03655
SACI_RS01105	SACI_RS01105	189727	190044	Rieske 2Fe-2S domain-containing protein	SACI_RS01105	SACI_RS01105
SACI_RS03665	SACI_RS03665	610693	611253	nucleotidyltransferase	SACI_RS03665	SACI_RS03665
pdxT	SACI_RS07415	1329355	1329957	pyridoxal 5'-phosphate synthase glutaminase subunit PdxT	pdxT // pdxS // SACI_RS07405 // SACI_RS07400	pdxT // pdxS // SACI_RS07405 // SACI_RS07400
SACI_RS03670	SACI_RS03670	611250	611420	50S ribosomal protein L40e	SACI_RS03670	SACI_RS03670
SACI_RS01130	SACI_RS01130	193627	194217	hypothetical protein	SACI_RS01130	SACI_RS01130
SACI_RS03675	SACI_RS03675	611490	611996	transcription elongation factor NusA	aspS // SACI_RS03675	aspS // SACI_RS03675
cpaF	SACI_RS07420	1330004	1331536	Flp pilus assembly complex ATPase component TadA	cpaF	SACI_RS07420
aspS	SACI_RS03680	612003	613289	aspartate--tRNA(Asn) ligase	aspS // SACI_RS03675	aspS // SACI_RS03675
SACI_RS00080	SACI_RS00080	11673	12182	methyltransferase domain-containing protein	SACI_RS00080	SACI_RS00080
SACI_RS01110	SACI_RS01110	190498	191061	hypothetical protein	SACI_RS01110	SACI_RS01110
truD	SACI_RS03685	613286	614407	tRNA pseudouridine(13) synthase TruD	SACI_RS03690 // truD	SACI_RS03690 // truD
SACI_RS07425	SACI_RS07425	1331529	1331978	Holliday junction DNA helicase	SACI_RS07440 // SACI_RS07435 // ilvC // SACI_RS07425	SACI_RS07440 // SACI_RS07435 // ilvC // SACI_RS07425
SACI_RS03690	SACI_RS03690	614404	614766	peptidyl-tRNA hydrolase	SACI_RS03690 // truD	SACI_RS03690 // truD
ilvC	SACI_RS07430	1331979	1332977	ketol-acid reductoisomerase	SACI_RS07440 // SACI_RS07435 // ilvC // SACI_RS07425	SACI_RS07440 // SACI_RS07435 // ilvC // SACI_RS07425
SACI_RS11585	SACI_RS11585	614806	615018	DUF1610 domain-containing protein	SACI_RS03695 // SACI_RS11585	SACI_RS03695 // SACI_RS11585
SACI_RS07840	SACI_RS07840	1400559	1401074	NADH-quinone oxidoreductase subunit B	SACI_RS07845 // SACI_RS07840	SACI_RS07845 // SACI_RS07840
SACI_RS03745	SACI_RS03745	624696	624962	hypothetical protein	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
SACI_RS01115	SACI_RS01115	191187	191366	hypothetical protein	SACI_RS01120 // SACI_RS01115	SACI_RS01120 // SACI_RS01115
SACI_RS03695	SACI_RS03695	615029	615304	elongation factor 1-beta	SACI_RS03695 // SACI_RS11585	SACI_RS03695 // SACI_RS11585
SACI_RS07440	SACI_RS07440	1333331	1335049	acetolactate synthase large subunit	SACI_RS07440 // SACI_RS07435 // ilvC // SACI_RS07425	SACI_RS07440 // SACI_RS07435 // ilvC // SACI_RS07425
SACI_RS03700	SACI_RS03700	615408	617717	CDC48 family AAA ATPase	SACI_RS03710 // SACI_RS03705 // SACI_RS03700	SACI_RS03710 // SACI_RS03705 // SACI_RS03700
SACI_RS07445	SACI_RS07445	1335202	1335735	magnesium-dependent phosphatase-1	rsgA // SACI_RS07445	rsgA // SACI_RS07445
SACI_RS03705	SACI_RS03705	617722	617946	hypothetical protein	SACI_RS03710 // SACI_RS03705 // SACI_RS03700	SACI_RS03710 // SACI_RS03705 // SACI_RS03700
rsgA	SACI_RS07450	1335732	1336511	GTPase RsgA	rsgA // SACI_RS07445	rsgA // SACI_RS07445
SACI_RS03710	SACI_RS03710	617953	619008	flap endonuclease-1	SACI_RS03710 // SACI_RS03705 // SACI_RS03700	SACI_RS03710 // SACI_RS03705 // SACI_RS03700
SACI_RS00085	SACI_RS00085	12269	12931	HAD family hydrolase	SACI_RS00095 // SACI_RS00090 // SACI_RS00085	SACI_RS00095 // SACI_RS00090 // SACI_RS00085
SACI_RS01120	SACI_RS01120	191363	192301	mechanosensitive ion channel family protein	SACI_RS01120 // SACI_RS01115	SACI_RS01120 // SACI_RS01115
SACI_RS07455	SACI_RS07455	1336547	1337497	hypothetical protein	SACI_RS07455	SACI_RS07455
SACI_RS03715	SACI_RS03715	619060	619722	siroheme synthase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
ubiA	SACI_RS07460	1337486	1338313	UbiA family prenyltransferase	ubiA	SACI_RS07460
SACI_RS03720	SACI_RS03720	619712	620956	glutamyl-tRNA reductase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
SACI_RS11405	SACI_RS11405	2207779	2207852	tRNA-Ala	SACI_RS11405	SACI_RS11405
SACI_RS07465	SACI_RS07465	1338357	1338569	hypothetical protein	SACI_RS07465	SACI_RS07465
hemB	SACI_RS03725	620910	621920	porphobilinogen synthase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
SACI_RS07470	SACI_RS07470	1338528	1339409	hypothetical protein	SACI_RS07470	SACI_RS07470
hemL	SACI_RS03730	621917	623179	glutamate-1-semialdehyde 2,1-aminomutase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
speD	SACI_RS07475	1339460	1339825	adenosylmethionine decarboxylase	speD	SACI_RS07475
SACI_RS01125	SACI_RS01125	192591	193658	ferritin	SACI_RS01125	SACI_RS01125
hemC	SACI_RS03735	623176	624066	hydroxymethylbilane synthase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
SACI_RS07480	SACI_RS07480	1340025	1340339	DUF211 domain-containing protein	SACI_RS07485 // SACI_RS07480	SACI_RS07485 // SACI_RS07480
SACI_RS03740	SACI_RS03740	624041	624703	uroporphyrinogen-III synthase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
SACI_RS07485	SACI_RS07485	1340336	1341298	TIGR00269 family protein	SACI_RS07485 // SACI_RS07480	SACI_RS07485 // SACI_RS07480
SACI_RS03835	SACI_RS03835	641879	643468	CTP synthase	SACI_RS03835	SACI_RS03835
SACI_RS07490	SACI_RS07490	1341274	1341807	cob(I)yrinic acid a,c-diamide adenosyltransferase	SACI_RS07490	SACI_RS07490
SACI_RS03750	SACI_RS03750	624965	626617	nucleotide pyrophosphatase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
SACI_RS00090	SACI_RS00090	12928	13242	transcriptional regulator	SACI_RS00095 // SACI_RS00090 // SACI_RS00085	SACI_RS00095 // SACI_RS00090 // SACI_RS00085
leuS	SACI_RS07495	1341898	1344720	leucine--tRNA ligase	leuS	SACI_RS07495
SACI_RS07500	SACI_RS07500	1344688	1345335	hypothetical protein	SACI_RS07500	SACI_RS07500
SACI_RS03755	SACI_RS03755	626583	627977	FAD-dependent oxidoreductase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
hisC	SACI_RS07505	1345342	1346424	histidinol-phosphate transaminase	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS07510	SACI_RS07510	1346405	1347262	ATP phosphoribosyltransferase	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS07515	SACI_RS07515	1347262	1347942	1-(5-phosphoribosyl)-5-((5- phosphoribosylamino)methylideneamino)imidazole-4- carboxamide isomerase	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS03760	SACI_RS03760	627974	629082	FAD-binding oxidoreductase	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715	SACI_RS03760 // SACI_RS03755 // SACI_RS03750 // SACI_RS03745 // SACI_RS03740 // hemC // hemL // hemB // SACI_RS03720 // SACI_RS03715
SACI_RS01135	SACI_RS01135	194295	195149	lysine exporter LysO family protein	SACI_RS01140 // SACI_RS01135	SACI_RS01140 // SACI_RS01135
SACI_RS03765	SACI_RS03765	629075	630055	hypothetical protein	SACI_RS03765	SACI_RS03765
hisBd	SACI_RS07520	1347935	1348516	imidazoleglycerol-phosphate dehydratase	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS03770	SACI_RS03770	630109	631905	ATP-dependent DNA ligase	SACI_RS03770	SACI_RS03770
hisF	SACI_RS07525	1348513	1349262	imidazole glycerol phosphate synthase subunit HisF	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS03800	SACI_RS03800	635196	635447	hypothetical protein	SACI_RS03800 // SACI_RS03795 // SACI_RS03790	SACI_RS03800 // SACI_RS03795 // SACI_RS03790
hisD	SACI_RS07530	1349259	1350440	histidinol dehydrogenase	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS00095	SACI_RS00095	13239	14261	TIGR00303 family protein	SACI_RS00095 // SACI_RS00090 // SACI_RS00085	SACI_RS00095 // SACI_RS00090 // SACI_RS00085
SACI_RS03780	SACI_RS03780	632560	633267	hypothetical protein	SACI_RS03780	SACI_RS03780
hisE	SACI_RS07535	1350433	1350720	phosphoribosyl-ATP diphosphatase	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS03785	SACI_RS03785	633321	634028	glutaredoxin	SACI_RS03785	SACI_RS03785
hisH	SACI_RS07540	1350717	1351316	imidazole glycerol phosphate synthase subunit HisH	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS11415	SACI_RS11415	2208914	2208989	tRNA-Pro	SACI_RS11415	SACI_RS11415
SACI_RS03790	SACI_RS03790	634077	634760	TIGR00296 family protein	SACI_RS03800 // SACI_RS03795 // SACI_RS03790	SACI_RS03800 // SACI_RS03795 // SACI_RS03790
hisI	SACI_RS07545	1351316	1351675	phosphoribosyl-AMP cyclohydrolase	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC	hisI // hisH // hisE // hisD // hisF // hisBd // SACI_RS07515 // SACI_RS07510 // hisC
SACI_RS03795	SACI_RS03795	634729	635196	hypothetical protein	SACI_RS03800 // SACI_RS03795 // SACI_RS03790	SACI_RS03800 // SACI_RS03795 // SACI_RS03790
SACI_RS07550	SACI_RS07550	1351726	1352130	metal-sulfur cluster assembly factor	serS // SACI_RS07550	serS // SACI_RS07550
serS	SACI_RS07555	1352156	1353532	serine--tRNA ligase	serS // SACI_RS07550	serS // SACI_RS07550
SACI_RS03850	SACI_RS03850	644764	645186	DUF2153 domain-containing protein	SACI_RS03850	SACI_RS03850
SACI_RS01145	SACI_RS01145	196255	196752	hypothetical protein	SACI_RS01145	SACI_RS01145
SACI_RS03805	SACI_RS03805	635498	637264	fibronectin-binding domain-containing protein	SACI_RS03815 // SACI_RS03810 // SACI_RS03805	SACI_RS03815 // SACI_RS03810 // SACI_RS03805
SACI_RS07560	SACI_RS07560	1353522	1354991	B12-binding domain-containing radical SAM protein	SACI_RS07560	SACI_RS07560
SACI_RS03810	SACI_RS03810	637298	638158	hypothetical protein	SACI_RS03815 // SACI_RS03810 // SACI_RS03805	SACI_RS03815 // SACI_RS03810 // SACI_RS03805
SACI_RS07565	SACI_RS07565	1355088	1355330	hypothetical protein	SACI_RS07565	SACI_RS07565
SACI_RS03815	SACI_RS03815	638161	639978	DUF460 domain-containing protein	SACI_RS03815 // SACI_RS03810 // SACI_RS03805	SACI_RS03815 // SACI_RS03810 // SACI_RS03805
SACI_RS07570	SACI_RS07570	1355464	1355763	DNA-directed RNA polymerase subunit M	SACI_RS07570	SACI_RS07570
SACI_RS07575	SACI_RS07575	1355830	1356297	Lrp/AsnC family transcriptional regulator	SACI_RS07575	SACI_RS07575
SACI_RS03820	SACI_RS03820	639970	641181	methionine adenosyltransferase	SACI_RS03825 // SACI_RS03820	SACI_RS03825 // SACI_RS03820
SACI_RS00100	SACI_RS00100	14302	14658	hypothetical protein	nadA // SACI_RS00100	nadA // SACI_RS00100
SACI_RS01150	SACI_RS01150	196832	197806	hypothetical protein	SACI_RS01150	SACI_RS01150
SACI_RS03825	SACI_RS03825	641214	641477	Sm ribonucleo	SACI_RS03825 // SACI_RS03820	SACI_RS03825 // SACI_RS03820
SACI_RS07580	SACI_RS07580	1356358	1356969	MarC family protein	SACI_RS07585 // SACI_RS07580	SACI_RS07585 // SACI_RS07580
SACI_RS07585	SACI_RS07585	1356966	1357274	hypothetical protein	SACI_RS07585 // SACI_RS07580	SACI_RS07585 // SACI_RS07580
SACI_RS03830	SACI_RS03830	641612	641908	ArsR family transcriptional regulator	SACI_RS03830	SACI_RS03830
SACI_RS07590	SACI_RS07590	1357246	1357557	hypothetical protein	SACI_RS07595 // SACI_RS07590	SACI_RS07595 // SACI_RS07590
SACI_RS07595	SACI_RS07595	1357554	1358429	dihydroorotate dehydrogenase	SACI_RS07595 // SACI_RS07590	SACI_RS07595 // SACI_RS07590
SACI_RS03845	SACI_RS03845	644254	644706	hypothetical protein	SACI_RS03845 // SACI_RS03840	SACI_RS03845 // SACI_RS03840
SACI_RS07600	SACI_RS07600	1358407	1359576	dihydroorotase	SACI_RS07600	SACI_RS07600
SACI_RS03840	SACI_RS03840	643539	644225	D-arabino 3-hexulose 6-phosphate aldehyde lyase	SACI_RS03845 // SACI_RS03840	SACI_RS03845 // SACI_RS03840
SACI_RS07605	SACI_RS07605	1359548	1360171	hypothetical protein	pyrB // SACI_RS07610 // SACI_RS07605	pyrB // SACI_RS07610 // SACI_RS07605
SACI_RS07610	SACI_RS07610	1360168	1360674	aspartate carbamoyltransferase regulatory subunit	pyrB // SACI_RS07610 // SACI_RS07605	pyrB // SACI_RS07610 // SACI_RS07605
pyrB	SACI_RS07615	1360664	1361563	aspartate carbamoyltransferase	pyrB // SACI_RS07610 // SACI_RS07605	pyrB // SACI_RS07610 // SACI_RS07605
nadA	SACI_RS00105	14685	15683	quinolinate synthase NadA	nadA // SACI_RS00100	nadA // SACI_RS00100
SACI_RS01160	SACI_RS01160	198658	199305	HAD-IA family hydrolase	SACI_RS01160	SACI_RS01160
SACI_RS03855	SACI_RS03855	645240	645635	hypothetical protein	glmM // SACI_RS03855	glmM // SACI_RS03855
SACI_RS07620	SACI_RS07620	1361635	1362228	orotate phosphoribosyltransferase	SACI_RS07625 // SACI_RS07620	SACI_RS07625 // SACI_RS07620
SACI_RS03865	SACI_RS03865	647232	648290	glycosyltransferase family 4 protein	SACI_RS03865	SACI_RS03865
SACI_RS07625	SACI_RS07625	1362215	1362874	orotidine 5'-phosphate decarboxylase	SACI_RS07625 // SACI_RS07620	SACI_RS07625 // SACI_RS07620
SACI_RS07630	SACI_RS07630	1362849	1363505	hypothetical protein	SACI_RS07630	SACI_RS07630
SACI_RS07635	SACI_RS07635	1363489	1364499	phosphate uptake regulator PhoU	SACI_RS07640 // SACI_RS07635	SACI_RS07640 // SACI_RS07635
SACI_RS01165	SACI_RS01165	199277	200863	B12-binding domain-containing radical SAM protein	SACI_RS01165	SACI_RS01165
SACI_RS11590	SACI_RS11590	648575	648803	hypothetical protein	SACI_RS11590	SACI_RS11590
SACI_RS07640	SACI_RS07640	1364522	1365031	hypothetical protein	SACI_RS07640 // SACI_RS07635	SACI_RS07640 // SACI_RS07635
SACI_RS03875	SACI_RS03875	648880	649443	class I SAM-dependent methyltransferase	SACI_RS03890 // SACI_RS03885 // SACI_RS03880 // SACI_RS03875 // SACI_RS03870	SACI_RS03890 // SACI_RS03885 // SACI_RS03880 // SACI_RS03875 // SACI_RS03870
SACI_RS07645	SACI_RS07645	1365256	1365660	hypothetical protein	SACI_RS07645	SACI_RS07645
SACI_RS03880	SACI_RS03880	649445	650179	RNA-guided pseudouridylation complex pseudouridine synthase subunit Cbf5	SACI_RS03890 // SACI_RS03885 // SACI_RS03880 // SACI_RS03875 // SACI_RS03870	SACI_RS03890 // SACI_RS03885 // SACI_RS03880 // SACI_RS03875 // SACI_RS03870
SACI_RS07650	SACI_RS07650	1365681	1366313	hypothetical protein	SACI_RS07650	SACI_RS07650
SACI_RS03885	SACI_RS03885	650217	650471	H/ACA RNA-protein complex component Cbf5p	SACI_RS03890 // SACI_RS03885 // SACI_RS03880 // SACI_RS03875 // SACI_RS03870	SACI_RS03890 // SACI_RS03885 // SACI_RS03880 // SACI_RS03875 // SACI_RS03870
SACI_RS07655	SACI_RS07655	1366236	1366871	7-carboxy-7-deazaguanine synthase QueE	metG // SACI_RS07660 // SACI_RS07655	metG // SACI_RS07660 // SACI_RS07655
SACI_RS01170	SACI_RS01170	201088	201432	hypothetical protein	SACI_RS01170	SACI_RS01170
SACI_RS03890	SACI_RS03890	650473	650763	50S ribosomal protein L14e	SACI_RS03890 // SACI_RS03885 // SACI_RS03880 // SACI_RS03875 // SACI_RS03870	SACI_RS03890 // SACI_RS03885 // SACI_RS03880 // SACI_RS03875 // SACI_RS03870
SACI_RS07660	SACI_RS07660	1366852	1367841	GTP-binding protein	metG // SACI_RS07660 // SACI_RS07655	metG // SACI_RS07660 // SACI_RS07655
SACI_RS03895	SACI_RS03895	650808	653543	DEAD/DEAH box helicase	SACI_RS03895	SACI_RS03895
metG	SACI_RS07665	1367835	1368176	methionine--tRNA ligase subunit beta	metG // SACI_RS07660 // SACI_RS07655	metG // SACI_RS07660 // SACI_RS07655
SACI_RS03900	SACI_RS03900	653584	655284	DUF87 domain-containing protein	SACI_RS03910 // SACI_RS03905 // SACI_RS03900	SACI_RS03910 // SACI_RS03905 // SACI_RS03900
SACI_RS07670	SACI_RS07670	1368285	1368992	phosphoribosylaminoimidazolesuccinocarboxamide synthase	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670
SACI_RS03905	SACI_RS03905	655287	655604	hypothetical protein	SACI_RS03910 // SACI_RS03905 // SACI_RS03900	SACI_RS03910 // SACI_RS03905 // SACI_RS03900
purS	SACI_RS07675	1368989	1369267	phosphoribosylformylglycinamidine synthase subunit PurS	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670
SACI_RS00110	SACI_RS00110	15604	16728	aminotransferase class V-fold PLP-dependent enzyme	SACI_RS00130 // SACI_RS00125 // SACI_RS00120 // SACI_RS00115 // SACI_RS00110	SACI_RS00130 // SACI_RS00125 // SACI_RS00120 // SACI_RS00115 // SACI_RS00110
SACI_RS01175	SACI_RS01175	201884	202708	cation transporter	SACI_RS01175	SACI_RS01175
SACI_RS03910	SACI_RS03910	655601	656353	DNA polymerase sliding clamp	SACI_RS03910 // SACI_RS03905 // SACI_RS03900	SACI_RS03910 // SACI_RS03905 // SACI_RS03900
purQ	SACI_RS07680	1369248	1369928	phosphoribosylformylglycinamidine synthase I	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670
SACI_RS03915	SACI_RS03915	656317	657420	amidohydrolase family protein	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915
purL	SACI_RS07685	1369918	1372050	phosphoribosylformylglycinamidine synthase subunit PurL	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670
purF	SACI_RS07690	1372043	1373377	amidophosphoribosyltransferase	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670
SACI_RS03925	SACI_RS03925	658058	658534	6,7-dimethyl-8-ribityllumazine synthase	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915
SACI_RS07695	SACI_RS07695	1373383	1374597	amidophosphoribosyltransferase	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670
SACI_RS01180	SACI_RS01180	202705	203805	citrate synthase	SACI_RS01180	SACI_RS01180
SACI_RS03930	SACI_RS03930	658506	658976	riboflavin synthase	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915
SACI_RS07700	SACI_RS07700	1374603	1376039	phosphoribosylamine--glycine ligase	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670
SACI_RS03935	SACI_RS03935	658973	659635	3,4-dihydroxy-2-butanone-4-phosphate synthase	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915
SACI_RS07705	SACI_RS07705	1376033	1376998	phosphoribosylformylglycinamidine cyclo-ligase	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670	SACI_RS07705 // SACI_RS07700 // SACI_RS07695 // purF // purL // purQ // purS // SACI_RS07670
SACI_RS03940	SACI_RS03940	659676	660239	hypothetical protein	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915	SACI_RS03940 // SACI_RS03935 // SACI_RS03930 // SACI_RS03925 // SACI_RS03920 // SACI_RS03915
SACI_RS07710	SACI_RS07710	1377054	1377500	hypothetical protein	SACI_RS07710	SACI_RS07710
SACI_RS03945	SACI_RS03945	660301	661065	DUF2208 domain-containing protein	SACI_RS03945	SACI_RS03945
SACI_RS00115	SACI_RS00115	16715	18421	AMP-binding protein	SACI_RS00130 // SACI_RS00125 // SACI_RS00120 // SACI_RS00115 // SACI_RS00110	SACI_RS00130 // SACI_RS00125 // SACI_RS00120 // SACI_RS00115 // SACI_RS00110
prpB	SACI_RS01190	204081	204923	methylisocitrate lyase	prpB	SACI_RS01190
SACI_RS07715	SACI_RS07715	1377603	1377761	hypothetical protein	SACI_RS07715	SACI_RS07715
SACI_RS03950	SACI_RS03950	661036	662340	cobyrinate a,c-diamide synthase	SACI_RS03950	SACI_RS03950
SACI_RS07720	SACI_RS07720	1377839	1379014	argininosuccinate synthase	lysX // carB // SACI_RS07730 // argH // SACI_RS07720	lysX // carB // SACI_RS07730 // argH // SACI_RS07720
pcn	SACI_RS03955	662339	663121	proliferating cell nuclear antigen (pcna)	SACI_RS03970 // SACI_RS03965 // SACI_RS03960 // pcn	SACI_RS03970 // SACI_RS03965 // SACI_RS03960 // pcn
argH	SACI_RS07725	1379015	1380358	argininosuccinate lyase	lysX // carB // SACI_RS07730 // argH // SACI_RS07720	lysX // carB // SACI_RS07730 // argH // SACI_RS07720
SACI_RS03960	SACI_RS03960	663121	664095	5-methyltetrahydropteroyltriglutamate-- homocysteine methyltransferase	SACI_RS03970 // SACI_RS03965 // SACI_RS03960 // pcn	SACI_RS03970 // SACI_RS03965 // SACI_RS03960 // pcn
SACI_RS07730	SACI_RS07730	1380339	1381454	glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	lysX // carB // SACI_RS07730 // argH // SACI_RS07720	lysX // carB // SACI_RS07730 // argH // SACI_RS07720
rgy	SACI_RS04020	673149	676887	reverse gyrase	SACI_RS04025 // rgy	SACI_RS04025 // rgy
